Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
726,Shree Gokul dham ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1005.0,9850,2,2,2,99.0
727,Siddhi Belleza ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1185.0,8354,1,2,2,99.0
728,Nisarg Hyde Park ,Gandhinagar,Gandhinagar,5 to 10 Year,Ready To Move,Super Built Up Area,670.0,9031,10,1,1,68.0
729,Vikas Ritz ,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Carpet Area,775.0,11354,3,3,3,88.0
730,Royal Oasis ,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Carpet Area,669.0,21225,13,2,2,142.0
731,Dynamic Triveni Garden ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Carpet Area,618.0,12135,7,2,2,75.0
732,Silicon Park ,Gandhinagar,Gandhinagar,5 to 10 Year,Ready To Move,Super Built Up Area,700.0,11714,6,1,2,82.0
733,Hiranandani Castle Rock ,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Carpet Area,777.0,41827,3,2,2,325.0
734,Unnamed Property,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Carpet Area,1240.0,32258,1,3,3,400.0
735,Sejal Suyash Pride ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1120.0,7589,7,2,2,85.0
736,Unnamed Property,Gandhinagar,Gandhinagar,10+ Year,Ready To Move,Carpet Area,800.0,16125,5,2,2,129.0
737,Cosmos Angle ,Gandhinagar,Gandhinagar,5 to 10 Year,Ready To Move,Carpet Area,960.0,13854,6,3,3,133.0
738,Unnamed Property,Gandhinagar,Gandhinagar,5 to 10 Year,Ready To Move,Built Up Area,1800.0,15000,14,3,3,270.0
739,Arkade Serene ,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Carpet Area,604.0,28311,11,2,2,171.0
740,Neptune Flying Kite ,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Carpet Area,1098.0,20582,19,3,3,226.0
741,Valencia Apartment ,Gandhinagar,Gandhinagar,10+ Year,Ready To Move,Carpet Area,450.0,26111,4,1,2,118.0
742,Unnamed Property,Gandhinagar,Gandhinagar,5 to 10 Year,Ready To Move,Carpet Area,600.0,25000,1,2,2,150.0
743,Anmol Sadan ,Gandhinagar,Gandhinagar,5 to 10 Year,Ready To Move,Super Built Up Area,1500.0,7333,5,3,3,110.0
744,Satyam Majestic ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1550.0,8064,13,3,3,125.0
745,Unnamed Property,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Built Up Area,1650.0,9090,3,3,3,150.0
746,Delta Tower ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1730.0,8959,6,3,3,155.0
747,Balaji Delta Tower 2 ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1350.0,8518,10,2,2,115.0
748,Balaji Mayuresh Delta ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1850.0,8918,3,3,3,165.0
749,Balaji Mayuresh Delta ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Built Up Area,1350.0,8888,3,2,2,120.0
750,Sahil Siddhivinayak Solitaire ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Built Up Area,1650.0,9090,9,3,3,150.0
751,Laxmina Aurum ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1129.0,7440,8,2,2,84.0
752,Unnamed Property,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Super Built Up Area,680.0,3267,1,1,2,22.2
753,Shyam Sunrise ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,655.0,8396,1,1,1,55.0
754,Vardhman Bhoomi Jyot ,Gandhinagar,Gandhinagar,5 to 10 Year,Ready To Move,Super Built Up Area,1020.0,7352,2,2,2,75.0
755,Radiant Sapphire ,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Built Up Area,1140.0,8771,7,2,2,100.0
756,Anmol Sankalp ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1100.0,8454,12,2,2,93.0
757,Unnamed Property,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Built Up Area,1200.0,8750,6,2,2,105.0
758,SM Vision ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Built Up Area,1650.0,10000,9,3,3,165.0
759,Gami Trixie ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1150.0,9130,7,2,2,105.0
760,Sheth Vasant Oasis ,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Carpet Area,450.0,27625,5,1,1,135.0
761,Earth Aditya Heights ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1160.0,8879,13,2,2,103.0
762,Kesar Harmony ,Gandhinagar,Gandhinagar,5 to 10 Year,Ready To Move,Super Built Up Area,1850.0,14594,6,3,3,270.0
763,DLH Mamta ,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Super Built Up Area,1100.0,23636,14,2,2,260.0
764,Kukreja Golf Scappe ,Gandhinagar,Gandhinagar,5 to 10 Year,Ready To Move,Carpet Area,734.0,34059,3,2,2,250.0
765,Lodha Fiorenza ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Carpet Area,838.0,35799,42,2,2,300.0
766,Lodha Fiorenza ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Carpet Area,1100.0,33181,20,3,3,365.0
767,Lodha Splendora ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Carpet Area,993.0,10976,23,3,3,109.0
768,Yash Signature ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1385.0,13357,7,2,2,185.0
769,Mallhar Bhimashankar Heights ,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Carpet Area,753.0,25896,18,2,3,195.0
770,Mallhar Bhimashankar Heights ,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Carpet Area,753.0,26029,19,2,3,196.0
771,Unnamed Property,Gandhinagar,Gandhinagar,10+ Year,Ready To Move,Carpet Area,425.0,24000,4,1,1,102.0
772,Unnamed Property,Gandhinagar,Gandhinagar,5 to 10 Year,Ready To Move,Carpet Area,250.0,28400,1,1,1,71.0
773,Nahars Amrit Shakti ,Gandhinagar,Gandhinagar,5 to 10 Year,Ready To Move,Super Built Up Area,890.0,22471,12,2,2,200.0
774,Unnamed Property,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1010.0,33168,7,2,2,335.0
775,Unnamed Property,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1011.0,32640,13,2,2,330.0
776,Unnamed Property,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,500.0,30000,3,1,2,150.0
777,Haware Dahlia ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,633.0,7424,5,1,2,47.0
778,Dedhia Elita ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,1017.0,10324,20,2,2,105.0
779,Unique Greens ,Gandhinagar,Gandhinagar,1 to 5 Year,Ready To Move,Super Built Up Area,740.0,9054,9,1,2,67.0
780,Kiran Shree Smaran ,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Carpet Area,623.0,11878,3,2,2,74.0
781,Vihangs Vermont ,Gandhinagar,Gandhinagar,0 to 1 Year,Ready To Move,Super Built Up Area,944.0,7521,6,2,2,71.0
782,Squarefeet Grand Square ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,449.0,9799,3,1,1,44.0
783,KIPL Morya ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Carpet Area,320.0,11562,8,1,1,37.0
784,Unnamed Property,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Carpet Area,430.0,13720,15,1,2,59.0
785,Unnamed Property,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Carpet Area,650.0,12307,17,2,2,80.0
786,KIPL Morya ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,723.0,7607,14,1,1,55.0
787,KIPL Morya ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Carpet Area,400.0,11750,10,1,2,47.0
788,Puraniks Aarambh ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Carpet Area,600.0,13166,12,2,2,79.0
789,Puraniks Capitol ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,939.0,9052,13,2,2,85.0
790,Puraniks Tokyo Bay ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,990.0,8383,13,2,2,83.0
791,JVM Sarvam ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,684.0,7748,6,1,2,53.0
792,Raunak Unnathi Greens ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,801.0,7865,1,2,2,63.0
793,Hiranandani Eagleridge ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Carpet Area,950.0,25263,13,3,2,240.0
794,Kanakia Hollywood ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Carpet Area,704.0,44034,11,2,2,310.0
795,Paradise Sai Miracle ,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Super Built Up Area,1710.0,11111,11,3,3,190.0
796,City Century One ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,890.0,11235,14,2,2,100.0
797,Jai Natraj Residency ,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Super Built Up Area,620.0,7017,4,1,2,43.5
798,Rosa Bella ,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Super Built Up Area,1470.0,19900,28,3,3,199.0
799,Unnamed Property,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Carpet Area,950.0,12631,9,2,2,120.0
800,Ornate Kallisto ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Carpet Area,482.0,7572,10,1,2,36.5
801,Sai Satyam Homes ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,975.0,5641,10,2,2,55.0
802,Marathon Nexzone ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,1215.0,7119,24,2,2,86.5
803,Marathon Nexzone ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,1215.0,6995,10,2,2,85.0
804,Vedant Sumeet Elegance ,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Carpet Area,975.0,15384,13,3,3,150.0
805,Regency Towers ,Chandigarh,Chandigarh,10+ Year,Ready To Move,Carpet Area,1050.0,16666,7,3,3,175.0
806,RNA NG Grand Plaza ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1299.0,14626,20,2,2,190.0
807,RNA NG Grand Plaza ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1650.0,15454,37,3,3,255.0
808,Salangpur Salasar Aangan ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,1321.0,9084,6,3,3,120.0
809,Neelkanth Oasis ,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Super Built Up Area,989.0,9302,1,2,2,92.0
810,Sunteck Signia High ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Carpet Area,1630.0,30613,3,4,4,499.0
811,Right Grishma Heights ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Carpet Area,448.0,28571,7,1,2,128.0
812,Satnam Paradise ,Chandigarh,Chandigarh,10+ Year,Ready To Move,Built Up Area,850.0,11176,6,2,2,95.0
813,SD Epsilon Tower ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Carpet Area,760.0,31578,13,2,2,240.0
814,Dheeraj Insignia ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,2600.0,21153,5,4,4,550.0
815,Terrain Heights ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,1040.0,20288,6,2,2,211.0
816,Kanakia Paris ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,965.0,34525,15,2,2,294.0
817,Hiranandani Rodas Enclave Eva ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Carpet Area,846.0,25177,4,3,2,213.0
818,AO f Residences ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Carpet Area,729.7,27134,27,2,2,198.0
819,Orchid Suburbia ,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Carpet Area,1200.0,29083,20,3,3,349.0
820,Arihant Anaika ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Carpet Area,390.0,8205,4,1,2,32.0
821,Unnamed Property,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Carpet Area,390.0,10000,6,1,1,39.0
822,Unnamed Property,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Carpet Area,350.0,12000,9,1,1,42.0
823,L and T Emerald Isle ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1100.0,21818,9,2,2,240.0
824,Fortune Springs ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,1350.0,8592,9,2,2,116.0
825,Agarwal Lifestyle ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,865.0,5317,7,2,2,46.0
826,Sai Yashaskaram ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,1550.0,12258,10,3,3,190.0
827,Progressive Prive ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1155.0,8182,3,2,2,95.0
828,Bhagwati Greens 2 ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1800.0,15277,28,3,3,275.0
829,Bhagwati Greens ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1380.0,17753,14,2,2,245.0
830,Balaji Delta Central ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,2100.0,15476,9,3,3,325.0
831,Balaji Delta Central ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1290.0,14341,23,2,2,185.0
832,Unique Shanti The Address ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,750.0,10133,2,1,2,76.0
833,Unnamed Property,Chandigarh,Chandigarh,10+ Year,Ready To Move,Super Built Up Area,510.0,9411,4,1,1,48.0
834,Paradise Sai World City ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1500.0,10000,15,2,2,150.0
835,Paradise Sai World City ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1915.0,9399,15,3,3,180.0
836,Mukti Shantinath Tower ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Built Up Area,667.0,5637,13,2,2,37.6
837,Bhagwati Greens 2 ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1800.0,15833,14,3,3,285.0
838,Bhagwati Greens 2 ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1200.0,13750,13,2,2,165.0
839,Unnamed Property,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Built Up Area,1332.0,5255,16,3,2,70.0
840,City Century One ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,705.0,11205,16,1,1,79.0
841,Hiranandani Avalon ,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Super Built Up Area,1150.0,28217,25,2,2,325.0
842,Shiv Om CHS ,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Super Built Up Area,1500.0,13933,12,3,3,209.0
843,Unnamed Property,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Carpet Area,444.0,16441,12,1,2,73.0
844,Silver Sea View ,Chandigarh,Chandigarh,10+ Year,Ready To Move,Super Built Up Area,646.0,14396,2,1,2,93.0
845,Sunny Orchid Bliss ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1000.0,10200,12,2,2,102.0
846,Shree Balaji Amrit ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,683.0,7759,4,1,1,53.0
847,R W Devashree Park ,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Super Built Up Area,1150.0,10434,7,3,3,120.0
848,Aurum Q Residences ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1200.0,15000,26,2,2,180.0
849,Aurum Q Residences ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,750.0,16000,26,1,1,120.0
850,Indiabulls Greens ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,1246.0,5216,22,2,2,65.0
851,Ashar Edge ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Carpet Area,680.0,23382,29,2,2,159.0
852,Ashar Edge ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Carpet Area,445.0,24719,27,1,2,110.0
853,L and T Crescent Bay ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1900.0,24578,20,3,3,467.0
854,Dosti Acres ,Chandigarh,Chandigarh,10+ Year,Ready To Move,Carpet Area,430.0,30000,4,1,2,129.0
855,Unnamed Property,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,2300.0,25695,17,3,3,591.0
856,Nahars Amrit Shakti ,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Super Built Up Area,1545.0,21035,9,3,2,325.0
857,Nahars Amrit Shakti ,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Super Built Up Area,1444.0,22853,21,3,2,330.0
858,L and T Crescent Bay ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,1800.0,27222,9,3,3,490.0
859,Unnamed Property,Chandigarh,Chandigarh,10+ Year,Ready To Move,Super Built Up Area,410.0,16341,5,1,1,67.0
860,Omkar Alta Monte ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Built Up Area,1680.0,19404,25,3,3,326.0
861,Unnamed Property,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Carpet Area,270.0,27777,2,1,1,75.0
862,Unnamed Property,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Carpet Area,950.0,36842,3,3,3,350.0
863,Unnamed Property,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Carpet Area,657.0,9893,3,2,2,65.0
864,Unnamed Property,Chandigarh,Chandigarh,10+ Year,Ready To Move,Carpet Area,650.0,26923,3,2,2,175.0
865,Unnamed Property,Chandigarh,Chandigarh,10+ Year,Ready To Move,Carpet Area,780.0,33333,4,2,2,260.0
866,Ashtavinayak Aangan ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1200.0,7666,11,2,2,92.0
867,Shree Labheshwar Aura ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1130.0,7964,9,2,2,90.0
868,Siddhi Belleza ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,1185.0,7594,1,2,2,90.0
869,Unnamed Property,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,1675.0,11044,11,3,3,185.0
870,Vinay Unique Gardens ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Carpet Area,470.0,6808,14,1,2,32.0
871,Sunshine Solaris ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Built Up Area,690.0,4347,4,1,1,30.0
872,Sunshine Solaris ,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Built Up Area,885.0,5084,7,2,2,45.0
873,Krishna Vastu 1 ,Chandigarh,Chandigarh,10+ Year,Ready To Move,Carpet Area,600.0,27500,2,2,2,165.0
874,Unnamed Property,Chandigarh,Chandigarh,1 to 5 Year,Ready To Move,Super Built Up Area,1005.0,11940,7,2,2,120.0
875,Unnamed Property,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Super Built Up Area,721.0,4715,3,1,2,34.0
876,Unnamed Property,Chandigarh,Chandigarh,10+ Year,Ready To Move,Built Up Area,1275.0,8235,13,3,3,105.0
877,Ganraj Eknath Residency ,Chandigarh,Chandigarh,0 to 1 Year,Ready To Move,Built Up Area,360.0,5447,4,1,1,19.6
878,Ajmera Himalayan Heights ,Chandigarh,Chandigarh,10+ Year,Ready To Move,Super Built Up Area,1315.0,21673,5,3,3,285.0
879,Ajmera Girnar ,Chandigarh,Chandigarh,10+ Year,Ready To Move,Super Built Up Area,955.0,19790,5,2,2,189.0
880,Shah Royale ,Chandigarh,Chandigarh,5 to 10 Year,Ready To Move,Super Built Up Area,1070.0,12616,4,2,2,135.0
881,Anmol Residency ,Shimla,Shimla,5 to 10 Year,Ready To Move,Carpet Area,720.0,11805,3,2,2,85.0
882,Mahi Kripa ,Shimla,Shimla,5 to 10 Year,Ready To Move,Carpet Area,480.0,12083,6,1,2,58.0
883,Unnamed Property,Shimla,Shimla,10+ Year,Ready To Move,Super Built Up Area,800.0,16625,6,2,2,133.0
884,Balaji Symphony ,Shimla,Shimla,1 to 5 Year,Ready To Move,Built Up Area,630.0,8571,24,1,2,54.0
885,Ekta Parksville ,Shimla,Shimla,1 to 5 Year,Ready To Move,Carpet Area,664.0,6475,3,2,2,43.0
886,Sky Pan Apartment ,Shimla,Shimla,10+ Year,Ready To Move,Carpet Area,800.0,35000,8,2,2,280.0
887,Unnamed Property,Shimla,Shimla,10+ Year,Ready To Move,Built Up Area,1100.0,30000,6,2,2,330.0
888,Goodwill Heritage ,Shimla,Shimla,10+ Year,Ready To Move,Super Built Up Area,1015.0,11822,2,2,2,120.0
889,Unnamed Property,Shimla,Shimla,10+ Year,Ready To Move,Carpet Area,400.0,22250,4,1,1,89.0
890,One Hiranandani Park ,Shimla,Shimla,1 to 5 Year,Ready To Move,Carpet Area,2250.0,30888,21,4,4,695.0
891,Hiranandani-Estate Chelsea ,Shimla,Shimla,5 to 10 Year,Ready To Move,Carpet Area,800.0,23125,9,3,3,185.0
892,Hiranandani Eagleridge ,Shimla,Shimla,0 to 1 Year,Ready To Move,Carpet Area,704.0,24147,12,2,2,170.0
893,Raj Florenza ,Shimla,Shimla,0 to 1 Year,Ready To Move,Super Built Up Area,1070.0,8785,1,2,2,94.0
894,Unnamed Property,Shimla,Shimla,0 to 1 Year,Ready To Move,Super Built Up Area,756.0,8664,3,1,2,65.5
895,Unnamed Property,Shimla,Shimla,1 to 5 Year,Ready To Move,Built Up Area,1210.0,7355,11,2,2,89.0
896,Unnamed Property,Shimla,Shimla,10+ Year,Ready To Move,Super Built Up Area,1910.0,34031,10,3,3,650.0
897,Hiranandani Rodas Enclave Woodville ,Shimla,Shimla,1 to 5 Year,Ready To Move,Super Built Up Area,1040.0,15865,17,2,2,165.0
898,Hiranandani Lavinia ,Shimla,Shimla,1 to 5 Year,Ready To Move,Super Built Up Area,630.0,13968,25,1,2,88.0
899,Unnamed Property,Shimla,Shimla,0 to 1 Year,Ready To Move,Carpet Area,999.0,30030,9,3,3,300.0
900,Aashapura Crown City ,Shimla,Shimla,1 to 5 Year,Ready To Move,Carpet Area,676.0,9615,1,2,2,65.0
901,Geomatrix Silver Crest ,Shimla,Shimla,1 to 5 Year,Ready To Move,Super Built Up Area,700.0,8928,6,1,1,62.5
902,Unnamed Property,Shimla,Shimla,1 to 5 Year,Ready To Move,Carpet Area,423.0,12411,5,1,2,52.5
903,Neelkanth Residency ,Shimla,Shimla,1 to 5 Year,Ready To Move,Built Up Area,620.0,8387,4,1,1,52.0
904,Mangeshi Jupiter ,Shimla,Shimla,0 to 1 Year,Ready To Move,Carpet Area,618.0,7119,5,2,2,44.0
905,Unnamed Property,Shimla,Shimla,10+ Year,Ready To Move,Carpet Area,725.0,21379,1,2,2,155.0
906,Hiranandani Regent Hill ,Shimla,Shimla,0 to 1 Year,Ready To Move,Super Built Up Area,480.0,30416,5,1,2,146.0
907,Unnamed Property,Shimla,Shimla,5 to 10 Year,Ready To Move,Built Up Area,650.0,8461,4,1,1,55.0
908,K Raheja Residency ,Shimla,Shimla,5 to 10 Year,Ready To Move,Super Built Up Area,1150.0,16521,5,2,2,190.0
909,Mauli Omkar ,Shimla,Shimla,0 to 1 Year,Ready To Move,Carpet Area,400.0,18750,18,1,2,75.0
910,Jewel Palms ,Shimla,Shimla,0 to 1 Year,Ready To Move,Super Built Up Area,615.0,4691,8,1,1,19.8
911,Jewel Heights ,Shimla,Shimla,0 to 1 Year,Ready To Move,Super Built Up Area,700.0,5212,9,1,2,24.5
912,Vishwa Hans ,Shimla,Shimla,1 to 5 Year,Ready To Move,Carpet Area,800.0,14375,7,2,2,115.0
913,Balaji Heights ,Shimla,Shimla,0 to 1 Year,Ready To Move,Carpet Area,1700.0,17588,29,4,4,299.0
914,Shree Sai Sapphire ,Shimla,Shimla,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,19000,22,3,3,350.0
915,Shree Sai Sapphire ,Shimla,Shimla,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,21666,22,3,3,325.0
916,Unnamed Property,Shimla,Shimla,1 to 5 Year,Ready To Move,Super Built Up Area,3000.0,18334,22,6,6,675.0
917,Unnamed Property,Shimla,Shimla,10+ Year,Ready To Move,Carpet Area,690.0,20869,3,2,2,144.0
918,Elegant Olympia ,Shimla,Shimla,1 to 5 Year,Ready To Move,Super Built Up Area,670.0,7164,3,1,2,48.0
919,S H Grand Arena ,Shimla,Shimla,1 to 5 Year,Ready To Move,Super Built Up Area,675.0,8000,8,1,2,54.0
920,Unnamed Property,Shimla,Shimla,10+ Year,Ready To Move,Super Built Up Area,1600.0,10312,3,3,3,165.0
921,Unnamed Property,Shimla,Shimla,10+ Year,Ready To Move,Carpet Area,850.0,10000,3,3,2,85.0
922,Unnamed Property,Shimla,Shimla,10+ Year,Ready To Move,Built Up Area,550.0,10000,2,1,1,55.0
923,Unnamed Property,Shimla,Shimla,10+ Year,Ready To Move,Carpet Area,1070.0,22429,17,3,3,240.0
924,Unnamed Property,Shimla,Shimla,10+ Year,Ready To Move,Carpet Area,630.0,9841,3,2,2,62.0
925,Unnamed Property,Shimla,Shimla,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,23000,5,2,2,230.0
926,Unnamed Property,Shimla,Shimla,5 to 10 Year,Ready To Move,Built Up Area,565.0,3893,2,1,1,22.0
927,Marathon Cosmos ,Shimla,Shimla,10+ Year,Ready To Move,Super Built Up Area,900.0,16111,2,2,2,145.0
928,Swastik Sarita ,Shimla,Shimla,10+ Year,Ready To Move,Carpet Area,400.0,18750,1,1,2,75.0
929,Nahar Laurel and Lilac ,Shimla,Shimla,1 to 5 Year,Ready To Move,Super Built Up Area,970.0,19793,9,2,2,192.0
